title,artist_combined,date,rank,spotify_id,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist
anxiety,doechii,2025-03-22,7,3LPLRNr58Z9Pn0clnEtkXb,6,-1,-2,,4/2/2025,85,True,249302,Alligator Bites Never Heal (Extended),3/14/2025,0.807,0.596,0,-6.818,1,0.0394,0.321,0.000294,0.105,0.881,129.013,4,doechii
garden of eden,lady gaga,2025-03-22,46,4mUR5Tv0CvJtpmnUtzeIgd,50,0,-4,SG,3/19/2025,85,False,239720,MAYHEM,3/7/2025,0.673,0.906,1,-3.972,1,0.0338,0.00181,3.2e-06,0.133,0.614,124.966,4,lady gaga
vanish into you,lady gaga,2025-03-22,55,5IoPnNiYAOvHHJpz13wzRL,50,-5,0,FI,3/10/2025,76,False,244915,MAYHEM,3/7/2025,0.559,0.838,11,-4.572,0,0.0307,0.00117,0.0,0.0773,0.6,112.03,3,lady gaga
sweet dreams / sweet dreams (feat. miguel),"j-hope featuring miguel / j-hope, miguel",2025-03-22,60,1yX9gy5fK02j6nBnGJ1S3k,30,-2,-4,VE,4/2/2025,88,False,172952,Sweet Dreams (feat. Miguel),3/7/2025,0.564,0.577,4,-6.468,0,0.0774,0.153,0.0,0.0726,0.797,94.3,4,j-hope
how bad do u want me,lady gaga,2025-03-22,63,2rvd6akG8qEtBNUvQpN7iY,49,-4,1,US,3/11/2025,76,True,238886,MAYHEM,3/7/2025,0.512,0.731,8,-4.339,1,0.0659,0.00261,0.0,0.0896,0.436,188.074,4,lady gaga
handlebars / handlebars (feat. dua lipa),"jennie & dua lipa / jennie, dua lipa",2025-03-22,74,3gJAFFELdZyIM8tiwLAikg,10,-1,-2,TW,4/2/2025,88,True,184698,Ruby,3/7/2025,0.51,0.855,2,-4.208,1,0.0426,0.00377,0.0,0.0524,0.669,152.018,4,jennie
perfect celebrity,lady gaga,2025-03-22,75,0Tqn5Th0wk55eLdga96vZM,43,-21,7,US,3/9/2025,0,False,229252,MAYHEM,3/7/2025,0.618,0.87,7,-4.35,1,0.059,0.00433,0.0,0.0812,0.372,103.975,4,lady gaga
like jennie,jennie,2025-03-22,77,0fK7ie6XwGxQTIkpFoWkd1,11,-1,-2,,4/2/2025,93,True,123517,Ruby,3/7/2025,0.811,0.743,10,-5.321,0,0.0611,0.281,0.00671,0.0868,0.815,130.019,4,jennie
zombieboy,lady gaga,2025-03-22,79,0ElVpg9XIswx3XWs6kUj6a,46,-17,4,US,3/9/2025,0,False,213337,MAYHEM,3/7/2025,0.606,0.885,0,-3.922,0,0.0516,0.00268,0.0,0.212,0.875,122.092,4,lady gaga
lovedrug,lady gaga,2025-03-22,89,3hcivoswCVR8LZkHR8MYA5,49,1,1,,3/8/2025,0,False,193232,MAYHEM,3/7/2025,0.684,0.802,7,-4.467,0,0.033,0.046,0.0,0.168,0.602,120.018,4,lady gaga
evil j0rdan,playboi carti,2025-03-29,1,6iycYUk3oB0NPMdaDUrN1w,19,-2,-14,US,4/2/2025,92,True,183928,MUSIC,3/14/2025,0.689,0.36,1,-7.029,1,0.0564,0.00665,6.11e-05,0.119,0.0599,154.009,4,playboi carti
rather lie / rather lie (with the weeknd),"playboi carti & the weeknd / playboi carti, the weeknd",2025-03-29,17,68qeaZhtMZ6abrJCYt6nQn,44,-5,-21,,4/2/2025,92,True,209680,MUSIC,3/14/2025,0.72,0.665,8,-4.431,1,0.0325,0.0583,0.0,0.213,0.279,132.991,4,playboi carti
the giver,chappell roan,2025-03-29,1,5xHgo5JN0wfsV41HnRaos5,32,3,-14,US,4/2/2025,89,False,202768,The Giver,3/13/2025,0.558,0.901,4,-3.208,1,0.0583,0.0731,0.0,0.348,0.678,93.024,4,chappell roan
good credit / good credit (with kendrick lamar),"playboi carti & kendrick lamar / playboi carti, kendrick lamar",2025-03-29,11,2n9fC0A4ptmWqYeMXEVaok,40,-15,-33,US,3/23/2025,85,True,190373,MUSIC,3/14/2025,0.744,0.679,0,-7.375,1,0.219,0.0197,3.68e-06,0.856,0.397,145.041,4,playboi carti
mojo jojo,playboi carti,2025-03-29,21,3WRUvGqySBZC6RkB5c2w1S,47,-18,-43,RO,3/22/2025,85,True,156293,MUSIC,3/14/2025,0.806,0.638,2,-6.358,1,0.278,0.00557,1.41e-06,0.11,0.263,148.111,4,playboi carti
fine shit,playboi carti,2025-03-29,27,79mFFAOYcG8ZF6AN1JecAL,50,-13,0,EE,3/20/2025,82,True,106753,MUSIC,3/14/2025,0.783,0.536,1,-6.841,1,0.0848,0.00345,0.0,0.113,0.226,154.062,4,playboi carti
k pop,playboi carti,2025-03-29,32,00iLTetTLAeImmBlh6jOJh,42,-13,8,RO,3/21/2025,83,True,112992,MUSIC,3/14/2025,0.643,0.686,6,-5.977,0,0.0445,0.0141,0.00018,0.0722,0.15,143.989,4,playboi carti
pop out,playboi carti,2025-03-29,35,3j3SfV4hAcR4XjCvW393Gr,37,-17,13,UA,3/20/2025,83,True,161738,MUSIC,3/14/2025,0.505,0.932,5,-2.094,1,0.0344,0.000117,0.0,0.166,0.156,144.035,4,playboi carti
radar,playboi carti,2025-03-29,37,3lAEHk0eZzMKtCUFLXz8Ln,45,-10,5,RO,3/20/2025,82,True,107933,MUSIC,3/14/2025,0.543,0.732,11,-5.046,0,0.0479,0.00114,0.0,0.609,0.31,147.169,4,playboi carti
dark thoughts,lil tecca,2025-03-29,39,7EW7Yivb93qKAtp5qEm5of,25,-2,-3,,4/2/2025,90,True,136991,Dark Thoughts,3/14/2025,0.801,0.773,1,-3.756,0,0.155,0.055,0.0,0.189,0.709,101.935,4,lil tecca
hba,playboi carti,2025-03-29,42,6q2PbvM9UEig4r8xku7VIb,49,1,-38,EE,3/25/2025,84,True,212598,MUSIC,3/14/2025,0.69,0.746,10,-5.696,0,0.121,0.000251,6.45e-05,0.141,0.278,139.991,4,playboi carti
charge dem hoes a fee / charge dem hoes a fee (with future & travis scott),"playboi carti, future & travis scott / playboi carti, future, travis scott",2025-03-29,43,21aDVa64pWR8SYQ7wBRMkd,49,-12,1,RO,3/21/2025,82,True,225000,MUSIC,3/14/2025,0.817,0.651,9,-4.073,1,0.0479,0.000765,6.37e-06,0.203,0.125,120.004,4,playboi carti
wake up f1lthy / wake up f1lthy (with travis scott),"playboi carti & travis scott / playboi carti, travis scott",2025-03-29,46,1pzN8bCzy017iK3vWzkk6Z,40,-7,10,RO,3/21/2025,82,True,169333,MUSIC,3/14/2025,0.692,0.694,10,-6.018,0,0.0557,0.0647,0.0,0.285,0.318,124.993,4,playboi carti
jumpin / olympian,playboi carti & lil uzi vert / playboi carti,2025-03-29,47,4uoADk7q83CHvXHW3k1etM,47,-11,3,LV,3/19/2025,79,True,174733,MUSIC,3/14/2025,0.498,0.806,0,-6.712,1,0.0322,0.00665,0.00344,0.204,0.635,77.018,4,playboi carti
i seeeeee you baby boi,playboi carti,2025-03-29,48,2ydagYqcyFfRtQPzKc5E8l,43,-17,7,LV,3/19/2025,81,True,158896,MUSIC,3/14/2025,0.552,0.922,7,-4.364,0,0.0395,0.00893,5.12e-05,0.292,0.0962,144.965,4,playboi carti
crank,playboi carti,2025-03-29,49,7xAvtuHf8nGi5OtXVPYgb3,47,-5,3,RO,3/20/2025,81,True,147692,MUSIC,3/14/2025,0.701,0.865,11,-4.031,0,0.0428,0.000288,3.81e-06,0.0979,0.53,142.932,4,playboi carti
like weezy,playboi carti,2025-03-29,50,4zK082ykqJzJGzC64NXjp1,44,-5,6,LV,3/18/2025,78,True,115600,MUSIC,3/14/2025,0.688,0.762,2,-3.551,1,0.0405,0.00283,0.0,0.329,0.234,149.904,4,playboi carti
emergence,sleep token,2025-03-29,51,5NRpxJxtR6JkUhQS4F0um6,39,-10,-28,US,3/21/2025,82,False,386253,Emergence,3/13/2025,0.517,0.584,4,-6.729,0,0.035,0.0225,7.57e-05,0.0826,0.162,126.106,4,sleep token
twin trim / trim (with future),"playboi carti & lil uzi vert / playboi carti, future",2025-03-29,52,4qvsNsA4gQKC9HLrmPC2Vx,46,-5,4,RO,3/20/2025,81,True,193546,MUSIC,3/14/2025,0.827,0.728,1,-5.829,1,0.223,0.0439,0.0,0.176,0.589,137.986,4,playboi carti
olympian,playboi carti,2025-03-29,59,4uoADk7q83CHvXHW3k1etM,47,-11,3,LV,3/19/2025,79,True,174733,MUSIC,3/14/2025,0.498,0.806,0,-6.712,1,0.0322,0.00665,0.00344,0.204,0.635,77.018,4,playboi carti
munyun,playboi carti,2025-03-29,63,2JJFJEvFSWyQ59Pwl2gqSF,48,-5,2,RO,3/18/2025,80,True,154285,MUSIC,3/14/2025,0.733,0.658,1,-9.415,1,0.0517,0.000159,3.48e-05,0.143,0.0376,111.936,5,playboi carti
we need all da vibes / we need all da vibes (with young thug & ty dolla $ign),"playboi carti, young thug & ty dolla $ign / playboi carti, young thug, ty dolla $ign",2025-03-29,65,4XcZp2xqbiD8YsnPboNUDo,49,-4,1,RO,3/20/2025,80,True,181626,MUSIC,3/14/2025,0.759,0.711,1,-4.43,1,0.3,0.0133,0.0,0.137,0.53,179.944,4,playboi carti
opm babi,playboi carti,2025-03-29,69,76yJsfb1CUy5Um8nFL7jKQ,46,-6,4,EE,3/20/2025,79,True,173076,MUSIC,3/14/2025,0.529,0.792,2,-5.763,1,0.0401,0.000126,4.36e-06,0.386,0.0405,77.912,4,playboi carti
cocaine nose,playboi carti,2025-03-29,74,4rXxjHSAglOynjIF8Z34dx,40,-12,10,UA,3/18/2025,79,True,151160,MUSIC,3/14/2025,0.573,0.701,1,-5.864,1,0.0936,0.0264,8.76e-06,0.69,0.332,139.836,4,playboi carti
dis 1 got it,playboi carti,2025-03-29,79,4tMhjP02FRQ0KIUUEJ2oGK,48,-11,2,RO,3/16/2025,71,True,123870,MUSIC,3/14/2025,0.777,0.562,10,-6.845,0,0.141,0.00321,7.89e-06,0.306,0.145,155.076,4,playboi carti
overly,playboi carti,2025-03-29,80,5tRylsadMpm8TydUgq7NWj,45,5,5,US,3/15/2025,70,True,105902,MUSIC,3/14/2025,0.79,0.838,1,-3.322,1,0.0606,0.0305,0.0,0.103,0.317,145.032,4,playboi carti
south atlanta baby,playboi carti,2025-03-29,82,7cHhlnawdN87aZbjO6LMRN,50,-21,0,LV,3/16/2025,71,True,133259,MUSIC,3/14/2025,0.485,0.584,10,-6.684,1,0.0955,0.00261,1.07e-06,0.364,0.113,97.692,3,playboi carti
walk,playboi carti,2025-03-29,90,5Qya13gFXqupr4sSmZMKDg,43,7,7,US,3/15/2025,70,True,94411,MUSIC,3/14/2025,0.727,0.892,5,-5.142,0,0.113,0.0256,0.0,0.168,0.547,136.092,4,playboi carti
just in case,morgan wallen,2025-04-05,18,02Ya2Q08bBKFqUJvjmyRXK,4,1,5,US,4/2/2025,83,False,166206,Just In Case,3/21/2025,0.653,0.499,10,-6.826,1,0.0306,0.678,0.0,0.153,0.436,146.087,4,morgan wallen
i'm a little crazy,morgan wallen,2025-04-05,11,7igCS2ZsfV7bvxuhF4XgiQ,46,-3,-17,US,4/2/2025,81,False,199060,I'm A Little Crazy,3/21/2025,0.639,0.332,9,-7.754,1,0.0363,0.812,4.98e-06,0.127,0.295,149.746,4,morgan wallen
just us / just us (feat. doja cat),"jack harlow & doja cat / jack harlow, doja cat",2025-04-05,51,1SVhTS4l0sLFsP2Abme05l,21,29,29,US,3/22/2025,0,True,172877,Just Us (feat. Doja Cat),3/21/2025,0.654,0.738,3,-7.299,0,0.272,0.0348,0.0,0.114,0.418,67.833,4,jack harlow
ojos tristes / ojos tristes (with the marías),"selena gomez, benny blanco & the marias / selena gomez, benny blanco, the marías",2025-04-05,53,1DpC4L3JjsGRW7y6eTHaMj,43,-7,0,US,4/2/2025,74,False,201920,I Said I Love You First,3/19/2025,0.665,0.639,8,-7.151,1,0.0296,0.709,0.0221,0.203,0.706,110.01,4,selena gomez
mona lisa,j-hope,2025-04-05,59,5Fhr3wqeieN5WDkAsqL1JJ,39,11,-12,,4/2/2025,88,False,137191,MONA LISA,3/21/2025,0.799,0.805,1,-5.009,1,0.0372,0.0278,9.03e-06,0.0535,0.96,137.952,4,j-hope
twilight zone,ariana grande,2025-04-12,12,1YRbAonLvmuUILvQso0gUM,10,-1,40,,4/2/2025,82,False,198320,eternal sunshine deluxe: brighter days ahead,3/28/2025,0.728,0.479,5,-7.424,1,0.0319,0.0883,0.000284,0.102,0.193,114.893,4,ariana grande
dandelion,ariana grande,2025-04-12,32,6wZOZ0votPhc8qdg4UFPtH,36,-6,14,,4/2/2025,81,False,204815,eternal sunshine deluxe: brighter days ahead,3/28/2025,0.59,0.467,10,-7.477,0,0.107,0.62,0.0,0.19,0.367,169.884,4,ariana grande
intro (end of the world),ariana grande,2025-04-12,36,2o1pb13quMReXZqE7jWsgq,50,0,0,PH,3/29/2025,82,True,92400,eternal sunshine,3/8/2024,0.506,0.362,10,-9.48,1,0.0416,0.67,0.0,0.176,0.385,84.726,4,ariana grande
past life,ariana grande,2025-04-12,47,2MIpkAQVJqQIDf9k4YWoHR,34,-8,16,US,4/2/2025,80,True,215834,eternal sunshine deluxe: brighter days ahead,3/28/2025,0.514,0.617,1,-6.2,0,0.138,0.372,0.0,0.0804,0.421,187.008,4,ariana grande
warm,ariana grande,2025-04-12,48,0BeR2fJmYnKNn7IORw3GR9,41,-12,9,US,4/2/2025,80,False,201905,eternal sunshine deluxe: brighter days ahead,3/28/2025,0.736,0.762,8,-6.48,1,0.0681,0.121,1.78e-05,0.0982,0.492,122.047,4,ariana grande
hampstead,ariana grande,2025-04-12,53,4D2DFuqs2PwLiHbcf6CX47,39,-12,11,US,4/2/2025,80,True,216264,eternal sunshine deluxe: brighter days ahead,3/28/2025,0.61,0.265,0,-7.668,1,0.0262,0.893,0.0,0.159,0.145,96.871,4,ariana grande
love me not,ravyn lenae,2025-04-12,75,4WFgvKVfEhb3IUAFGrutTR,26,-1,9,NZ,4/2/2025,80,False,213466,Bird's Eye,8/9/2024,0.779,0.731,0,-6.176,1,0.0306,0.296,0.0,0.128,0.814,114.001,4,ravyn lenae
feel it / here with me,d4vd,2025-04-12,80,5LrN7yUQAzvthd4QujgPFr,49,1,1,KR,3/31/2025,86,False,242484,Petals to Thorns,5/26/2023,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,4,d4vd
back to friends,sombr,2025-04-12,84,0FTmksd2dxiE5e3rWyJXs6,35,-3,15,SG,4/2/2025,87,False,199032,back to friends,12/27/2024,0.436,0.723,1,-2.291,1,0.0301,9.37e-05,8.82e-05,0.0929,0.235,92.855,4,sombr
morena,"neton vega & peso pluma / neton vega, peso pluma",2025-04-12,87,4oB8Xd7gMlUEtWoD8bmCXW,33,17,17,,4/2/2025,89,False,193728,Mi Vida Mi Muerte,2/14/2025,0.697,0.776,4,-7.409,0,0.0308,0.379,0.00148,0.341,0.189,118.007,3,neton vega
azizam / azar azar,ed sheeran / edis,2025-04-19,22,4xdl1mVmS8lwVdwadHXL3A,44,-4,6,TR,10/1/2024,59,False,180618,Azar Azar,9/27/2024,0.632,0.712,2,-4.494,1,0.124,0.176,0.0,0.268,0.509,96.968,4,edis
back to me / take me back to la,the marias / the weeknd,2025-04-19,80,3W5Y2d0HB3sgubDAYXGRKn,50,-1,0,CA,2/4/2025,46,False,253734,Hurry Up Tomorrow,1/30/2025,0.344,0.571,8,-7.58,0,0.0461,0.0721,0.0,0.093,0.199,207.924,4,the weeknd
undressed,sombr,2025-04-19,90,4AajxCEwGEsmHmT4H1TwjY,33,0,17,NZ,4/2/2025,81,False,182088,undressed,3/21/2025,0.642,0.887,0,-3.883,1,0.0406,0.137,0.0,0.0829,0.888,115.999,4,sombr
fortnight / fortnight (feat. post malone),"taylor swift featuring post malone / taylor swift, post malone",2025-04-26,27,2OzhQlSqBEmt7hmkYxfT6m,50,0,0,CA,11/18/2024,84,False,228965,THE TORTURED POETS DEPARTMENT,4/18/2024,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4,taylor swift
